,var1,var2,corr
62593,襲い受,ASMR,-0.0017043244227983073
41153,ヤリチン/プレイボーイ,ASMR,-0.0017043244227983073
6232,ASMR,燁×咲(逆転挿入なし),-0.0017043244227983067
6252,ASMR,雄っぱい,-0.0017043244227983067
41440,ネトカノシリーズ特集,ASMR,-0.0017043244227983065
30226,萌え,雑学/サブカルチャー,-0.001704324422798306
30174,萌え,情報系/情報誌,-0.001704324422798306
11893,模型/プラモデル,ASMR,-0.001704324422798306
41001,TRPG,萌え,-0.001704324422798306
30289,萌え,模型/プラモデル,-0.001704324422798306
40867,TRPG,ASMR,-0.001704324422798306
6255,ASMR,情報系/情報誌,-0.001704324422798306
6307,ASMR,雑学/サブカルチャー,-0.001704324422798306
41574,ネトカノシリーズ特集,萌え,-0.0017043244227983058
18833,Dom/Subユニバース,ASMR,-0.0017043244227983058
30205,萌え,総集編マンガ・CG特集,-0.0017043244227983058
6286,ASMR,総集編マンガ・CG特集,-0.0017043244227983058
30363,萌え,ティーンズラブ,-0.0017043244227983058
27842,オヤジ受け,ASMR,-0.0017043244227983056
30362,萌え,リバ,-0.0017043244227983054
32631,ロマンス,萌え,-0.0017043244227983052
30211,萌え,ヤンデレ伯父青年×姪っ子,-0.0017043244227983052
25763,リバ,ASMR,-0.001704324422798305
41287,ヤリチン/プレイボーイ,萌え,-0.001704324422798305
27373,語学,ASMR,-0.001704324422798305
25990,ティーンズラブ,ASMR,-0.001704324422798305
62727,襲い受,萌え,-0.001704324422798305
32497,ロマンス,ASMR,-0.001704324422798305
7015,DLsiteアワード！！注目マンガ・CG作品の特集です！,ASMR,-0.001704324422798305
6292,ASMR,ヤンデレ伯父青年×姪っ子,-0.001704324422798305
6225,ASMR,医者,-0.001704324422798305
35092,健気受け,ASMR,-0.001704324422798305
30171,萌え,雄っぱい,-0.0017043244227983047
30151,萌え,燁×咲(逆転挿入なし),-0.0017043244227983047
6667,少女コミック,ASMR,-0.0017043244227983047
6278,ASMR,ガテン系,-0.0017043244227983045
48007,青年,ASMR,-0.0017043244227983045
30144,萌え,医者,-0.0017043244227983043
30369,萌え,語学,-0.0017043244227983043
30253,萌え,DLsiteアワード！！注目マンガ・CG作品の特集です！,-0.0017043244227983043
30197,萌え,ガテン系,-0.0017043244227983043
30250,萌え,少女コミック,-0.001704324422798304
48141,青年,萌え,-0.001704324422798304
35226,健気受け,萌え,-0.0017043244227983039
30329,萌え,Dom/Subユニバース,-0.0017043244227983032
30371,萌え,オヤジ受け,-0.001704324422798303
9821,耳舐め,雑学/サブカルチャー,-0.0017043244227983013
11921,模型/プラモデル,耳舐め,-0.0017043244227983013
9769,耳舐め,情報系/情報誌,-0.0017043244227983013
9800,耳舐め,総集編マンガ・CG特集,-0.001704324422798301
40895,TRPG,耳舐め,-0.0017043244227983006
9739,耳舐め,医者,-0.0017043244227983004
9848,耳舐め,DLsiteアワード！！注目マンガ・CG作品の特集です！,-0.0017043244227983004
27401,語学,耳舐め,-0.0017043244227983004
41181,ヤリチン/プレイボーイ,耳舐め,-0.0017043244227983002
25791,リバ,耳舐め,-0.0017043244227983002
62621,襲い受,耳舐め,-0.0017043244227983002
35120,健気受け,耳舐め,-0.0017043244227982997
9746,耳舐め,燁×咲(逆転挿入なし),-0.0017043244227982997
48035,青年,耳舐め,-0.0017043244227982997
32525,ロマンス,耳舐め,-0.0017043244227982997
9766,耳舐め,雄っぱい,-0.0017043244227982995
41468,ネトカノシリーズ特集,耳舐め,-0.0017043244227982995
9792,耳舐め,ガテン系,-0.0017043244227982995
26018,ティーンズラブ,耳舐め,-0.0017043244227982995
9806,耳舐め,ヤンデレ伯父青年×姪っ子,-0.0017043244227982993
9845,耳舐め,少女コミック,-0.0017043244227982982
18861,Dom/Subユニバース,耳舐め,-0.0017043244227982976
27870,オヤジ受け,耳舐め,-0.0017043244227982974
26261,下僕,性転換(TS),-0.0017037293031347185
39873,サキュバス/淫魔,メイド,-0.0017010261117126164
34767,羞恥/恥辱,料理/グルメ,-0.0017005376050019036
34739,羞恥/恥辱,サスペンス,-0.001700537605001841
64840,女性コミック,義母,-0.0017002027251317238
64674,女性コミック,寝取らせ,-0.0017002027251317236
42249,ノンケ,寝取らせ,-0.0017002027251317216
13749,女性向け,寝取らせ,-0.0017002027251317208
42415,ノンケ,義母,-0.0017002027251317203
57910,きせかえ,社長,-0.0017002027251317201
57841,きせかえ,短髪,-0.00170020272513172
8569,サラリーマン,寝取らせ,-0.00170020272513172
57921,きせかえ,ノンケ,-0.0017002027251317197
57796,きせかえ,女性向け,-0.0017002027251317193
39114,社長,寝取らせ,-0.0017002027251317193
64957,女性コミック,ボンデージ,-0.0017002027251317193
24221,義母,サラリーマン,-0.0017002027251317184
22209,短髪,寝取らせ,-0.0017002027251317184
57761,きせかえ,サラリーマン,-0.001700202725131718
56907,ボンデージ,ノンケ,-0.001700202725131717
24256,義母,女性向け,-0.001700202725131717
40114,エプロン,短髪,-0.0017002027251317167
40183,エプロン,社長,-0.0017002027251317164
39280,社長,義母,-0.001700202725131716
24301,義母,短髪,-0.0017002027251317158
56827,ボンデージ,短髪,-0.0017002027251317156
56747,ボンデージ,サラリーマン,-0.0017002027251317154
56896,ボンデージ,社長,-0.0017002027251317154
45141,方言,ノンケ,-0.0017002027251317154
64920,女性コミック,方言,-0.0017002027251317151
56782,ボンデージ,女性向け,-0.0017002027251317151
40069,エプロン,女性向け,-0.001700202725131715
42478,ノンケ,エプロン,-0.0017002027251317147
40034,エプロン,サラリーマン,-0.0017002027251317143
45016,方言,女性向け,-0.001700202725131714
44981,方言,サラリーマン,-0.001700202725131714
45061,方言,短髪,-0.0017002027251317134
45130,方言,社長,-0.0017002027251317132
64903,女性コミック,エプロン,-0.0017002027251317076
64960,女性コミック,きせかえ,-0.0017002027251317058
21869,技術書,クール受け,-0.001698996140765993
8883,クール受け,放置プレイ,-0.0016989961407659928
21899,技術書,燃え,-0.0016989961407659923
13308,燃え,放置プレイ,-0.0016989961407659923
48558,逆NTR,トランス/暗示ボイス,-0.0016989961407659912
48775,逆NTR,評論,-0.0016989961407659912
48788,逆NTR,素材集,-0.001698996140765991
48680,逆NTR,父,-0.001698996140765991
21740,技術書,インテリ,-0.0016989961407659908
48747,逆NTR,耽美,-0.0016989961407659908
48708,逆NTR,悪役令嬢,-0.0016989961407659908
13471,父,放置プレイ,-0.0016989961407659906
5464,放置プレイ,インテリ,-0.0016989961407659906
48520,逆NTR,インテリ,-0.0016989961407659904
48679,逆NTR,燃え,-0.00169899614076599
5502,放置プレイ,トランス/暗示ボイス,-0.00169899614076599
48649,逆NTR,クール受け,-0.00169899614076599
21778,技術書,トランス/暗示ボイス,-0.0016989961407659897
33516,評論,放置プレイ,-0.0016989961407659897
26670,耽美,放置プレイ,-0.0016989961407659895
18441,悪役令嬢,放置プレイ,-0.0016989961407659893
36961,素材集,放置プレイ,-0.001698996140765989
21900,技術書,父,-0.0016989961407659889
21928,技術書,悪役令嬢,-0.0016989961407659886
26774,耽美,技術書,-0.0016989961407659884
59927,王子様/王子系,強気受け,-0.0016985142257829485
40712,少年コミック,強気受け,-0.0016985142257829485
29378,強気受け,執着攻め,-0.0016985142257829483
31617,獣人,強気受け,-0.0016985142257829483
53217,ドット,強気受け,-0.0016985142257829463
31561,獣人,叔父/義父,-0.001698514225782946
40656,少年コミック,叔父/義父,-0.0016985142257829452
59831,王子様/王子系,執事,-0.0016985142257829446
59871,王子様/王子系,叔父/義父,-0.0016985142257829446
29343,強気受け,ボーイズラブ,-0.0016985142257829444
29164,強気受け,男子妊娠/出産,-0.0016985142257829444
23582,執着攻め,執事,-0.0016985142257829441
23622,執着攻め,叔父/義父,-0.0016985142257829435
53161,ドット,叔父/義父,-0.0016985142257829428
10588,執事,男子妊娠/出産,-0.0016985142257829422
53121,ドット,執事,-0.001698514225782941
17208,叔父/義父,男子妊娠/出産,-0.0016985142257829404
17387,叔父/義父,ボーイズラブ,-0.0016985142257829372
16617,ボーイズラブ,執事,-0.001698514225782937
31521,獣人,執事,-0.0016985142257829355
40616,少年コミック,執事,-0.0016985142257829344
6468,クール攻め,スーツ,-0.001698273422020945
43829,くノ一,学校/学園,-0.0016974305489399159
27521,色仕掛け,メス堕ち,-0.0016891091539631559
27720,色仕掛け,道具/異物,-0.0016891091539631183
24971,合意なし,オホ声,-0.0016810282653176793
50915,逆アナル,Dom/Subユニバース,-0.0016802467310279149
51008,逆アナル,ヤリチン/プレイボーイ,-0.0016802467310279145
50757,逆アナル,雄っぱい,-0.0016802467310279142
62800,襲い受,逆アナル,-0.0016802467310279142
50737,逆アナル,燁×咲(逆転挿入なし),-0.0016802467310279142
50957,逆アナル,オヤジ受け,-0.001680246731027914
18977,年上,ガテン系,-0.0016802467310279138
51009,逆アナル,ネトカノシリーズ特集,-0.0016802467310279136
27456,語学,年上,-0.0016802467310279134
19033,年上,DLsiteアワード！！注目マンガ・CG作品の特集です！,-0.0016802467310279134
18924,年上,医者,-0.0016802467310279132
48090,青年,年上,-0.0016802467310279127
50836,逆アナル,少女コミック,-0.0016802467310279125
35175,健気受け,年上,-0.0016802467310279125
25846,リバ,年上,-0.0016802467310279123
50948,逆アナル,リバ,-0.0016802467310279119
6634,少女コミック,妖怪,-0.0016802467310279119
32580,ロマンス,年上,-0.0016802467310279119
50797,逆アナル,ヤンデレ伯父青年×姪っ子,-0.0016802467310279116
50976,逆アナル,ロマンス,-0.0016802467310279116
50812,逆アナル,雑学/サブカルチャー,-0.0016802467310279114
50760,逆アナル,情報系/情報誌,-0.0016802467310279114
51007,逆アナル,TRPG,-0.0016802467310279114
50791,逆アナル,総集編マンガ・CG特集,-0.0016802467310279114
50875,逆アナル,模型/プラモデル,-0.0016802467310279114
18991,年上,ヤンデレ伯父青年×姪っ子,-0.0016802467310279114
41120,ヤリチン/プレイボーイ,妖怪,-0.0016802467310279114
62560,襲い受,妖怪,-0.0016802467310279112
50949,逆アナル,ティーンズラブ,-0.0016802467310279112
26073,ティーンズラブ,年上,-0.001680246731027911
50986,逆アナル,健気受け,-0.001680246731027911
3117,妖怪,雄っぱい,-0.001680246731027911
3097,妖怪,燁×咲(逆転挿入なし),-0.001680246731027911
18800,Dom/Subユニバース,妖怪,-0.0016802467310279108
51031,逆アナル,青年,-0.0016802467310279108
27809,オヤジ受け,妖怪,-0.0016802467310279106
41407,ネトカノシリーズ特集,妖怪,-0.0016802467310279106
50839,逆アナル,DLsiteアワード！！注目マンガ・CG作品の特集です！,-0.0016802467310279103
3120,妖怪,情報系/情報誌,-0.0016802467310279101
50955,逆アナル,語学,-0.0016802467310279101
40834,TRPG,妖怪,-0.0016802467310279101
11860,模型/プラモデル,妖怪,-0.0016802467310279101
3151,妖怪,総集編マンガ・CG特集,-0.0016802467310279101
50730,逆アナル,医者,-0.0016802467310279101
4174,雑学/サブカルチャー,妖怪,-0.0016802467310279101
41236,ヤリチン/プレイボーイ,年上,-0.00168024673102791
50783,逆アナル,ガテン系,-0.00168024673102791
62676,襲い受,年上,-0.0016802467310279097
18931,年上,燁×咲(逆転挿入なし),-0.0016802467310279097
18951,年上,雄っぱい,-0.0016802467310279097
25730,リバ,妖怪,-0.0016802467310279095
47974,青年,妖怪,-0.001680246731027909
19109,年上,Dom/Subユニバース,-0.001680246731027909
3157,妖怪,ヤンデレ伯父青年×姪っ子,-0.001680246731027909
19069,年上,模型/プラモデル,-0.001680246731027909
18954,年上,情報系/情報誌,-0.001680246731027909
19006,年上,雑学/サブカルチャー,-0.001680246731027909
18985,年上,総集編マンガ・CG特集,-0.001680246731027909
40950,TRPG,年上,-0.001680246731027909
35059,健気受け,妖怪,-0.001680246731027909
41523,ネトカノシリーズ特集,年上,-0.001680246731027909
32464,ロマンス,妖怪,-0.001680246731027909
27925,オヤジ受け,年上,-0.0016802467310279088
25957,ティーンズラブ,妖怪,-0.0016802467310279088
19030,年上,少女コミック,-0.0016802467310279088
3090,妖怪,医者,-0.0016802467310279086
6982,DLsiteアワード！！注目マンガ・CG作品の特集です！,妖怪,-0.0016802467310279084
27340,語学,妖怪,-0.0016802467310279082
3143,妖怪,ガテン系,-0.0016802467310279073
23945,寝取られ,イラマチオ,-0.001677096415097914
33831,逆レ,処女,-0.00167619553516872
15575,誘い受け,フィストファック,-0.0016745202434425154
56121,青年コミック,誘い受け,-0.0016745202434425128
44727,弟,誘い受け,-0.0016745202434425123
64436,動物/ペット,フィストファック,-0.001674520243442512
44689,弟,戦場,-0.0016745202434425108
64560,動物/ペット,弟,-0.0016745202434425106
15363,フィストファック,戦場,-0.0016745202434425104
64596,動物/ペット,青年コミック,-0.0016745202434425093
56083,青年コミック,戦場,-0.001674520243442508
9314,軍服,制服,-0.0016738699977564685
67886,格闘,おねショタ,-0.0016700669876842259
29975,陰毛/腋毛,ツインテール,-0.0016694435208234892
20346,人外娘/モンスター娘,回し,-0.0016679431262557605
13563,風俗/ソープ,精神支配,-0.001663503098053228
11690,オフィス/職場,ガテン系,-0.0016558329978951243
11746,オフィス/職場,DLsiteアワード！！注目マンガ・CG作品の特集です！,-0.0016558329978951238
11637,オフィス/職場,医者,-0.0016558329978951236
66466,秘密さわさわ,雄っぱい,-0.0016558329978951236
66718,秘密さわさわ,ネトカノシリーズ特集,-0.0016558329978951236
66717,秘密さわさわ,ヤリチン/プレイボーイ,-0.0016558329978951236
66784,秘密さわさわ,襲い受,-0.0016558329978951236
27414,語学,オフィス/職場,-0.0016558329978951236
66446,秘密さわさわ,燁×咲(逆転挿入なし),-0.0016558329978951236
48048,青年,オフィス/職場,-0.0016558329978951232
35133,健気受け,オフィス/職場,-0.0016558329978951232
66500,秘密さわさわ,総集編マンガ・CG特集,-0.001655832997895123
66521,秘密さわさわ,雑学/サブカルチャー,-0.001655832997895123
66624,秘密さわさわ,Dom/Subユニバース,-0.001655832997895123
66584,秘密さわさわ,模型/プラモデル,-0.001655832997895123
66716,秘密さわさわ,TRPG,-0.001655832997895123
66469,秘密さわさわ,情報系/情報誌,-0.001655832997895123
66492,秘密さわさわ,ガテン系,-0.0016558329978951227
25804,リバ,オフィス/職場,-0.0016558329978951225
66657,秘密さわさわ,リバ,-0.0016558329978951225
43722,くノ一,ガテン系,-0.0016558329978951225
66548,秘密さわさわ,DLsiteアワード！！注目マンガ・CG作品の特集です！,-0.0016558329978951225
